CUT REGIONAL,Comuna,Establecimiento,Teléfono,,,,,
5101,Valparaiso,Instituto de Seguridad del Trabajo (IST),322224782,,,,,
5101,Valparaiso,Laboratorio Docencia e Investigación Científica (Universidad de Valparaíso),322507300,,,,,
5101,Valparaiso,Laboratorio Fadda Ltda.,322257878,,,,,
5101,Valparaiso,Laboratorio Hematológico,322255116,,,,,
5101,Valparaiso,Laboratorio SEDELIS,322225639,,,,,
5101,Valparaiso,Laboratorio Toxicología Humana y Ambiental (Universidad de Playa Ancha),322347688,,,,,
5101,Valparaiso,Centro de Atención CENCLIVAL,322217349,,,,,
5101,Valparaiso,Centro de Atención Primaria de Salud Naval (Valparaíso),322529426,,,,,
5101,Valparaiso,Centro Médico del Niño y Adolescente de Valparaíso,322501630,,,,,
5101,Valparaiso,Policlínico de la Asociación Chilena de Seguridad AChS. Agencia Valparaíso,,,,,,
5101,Valparaiso,Centro Médico y Dental Megasalud Valparaíso,,,,,,
5101,Valparaiso,Centro de Salud Familiar Placeres,800500513,,,,,
5101,Valparaiso,Centro de Salud Familiar Esperanza,800500509,,,,,
5101,Valparaiso,Centro de Salud Familiar Barón,800500507,,,,,
5101,Valparaiso,Centro de Salud Familiar Reina Isabel II,800500512,,,,,
5101,Valparaiso,Centro de Salud Familiar Placilla,800500510,,,,,
5101,Valparaiso,Centro de Salud Familiar Jean y Marie Thierry,322571650,,,,,
5101,Valparaiso,Centro de Salud Familiar Las Cañas,800500511,,,,,
5101,Valparaiso,Centro de Salud Familiar Marcelo Mena,800500512,,,,,
5101,Valparaiso,Centro de Salud Familiar Plaza Justicia,800500523,,,,,
5101,Valparaiso,Centro de Salud Familiar Cordillera,800500508,,,,,
5101,Valparaiso,Centro de Salud Familiar Quebrada Verde,322571503,,,,,
5101,Valparaiso,Centro de Salud Familiar Puertas Negras,800500514,,,,,
5101,Valparaiso,Centro de Salud Familiar San José de Rodelillo,800500517,,,,,
5101,Valparaiso,Centro de Salud Familiar Padre Damián Molokai,800500518,,,,,
5101,Valparaiso,Consultorio Policlínica Diocesana,,,,,,
5101,Valparaiso,Posta de Salud Rural Laguna Verde,,,,,,
5101,Valparaiso,Centro Comunitario de Salud Familiar Porvenir Bajo,,,,,,
5101,Valparaiso,SAPU Placeres,322136502,,,,,
5101,Valparaiso,SAPU Placilla,322136133,,,,,
5101,Valparaiso,SAPU Quebrada Verde,322136200,,,,,
5101,Valparaiso,Vacunatorio Internacional Inmunyzan,,,,,,
5101,Valparaiso,SAR Plan de Valparaíso,322571731,,,,,
5101,Valparaiso,COSAM Domingo Asún Salazar,,,,,,
5101,Valparaiso,Laboratorio Clínico Valparaíso Ltda.,,,,,,
5101,Valparaiso,Centro Odontológico Uno Saluld Dental Valparaíso,,,,,,
5804,Villa Alemana,Laboratorio Clínico Diagnostico Clinilab,322951912,,,,,
5804,Villa Alemana,SAPU Eduardo Frei Montalva,323243511,,,,,
5804,Villa Alemana,"Hospital Juana Ross de Edwards (Peñablanca, Villa Alemana)",322759542,,,,,
5804,Villa Alemana,Centro de Atención Primaria de Salud Naval (Villa Alemana),322294100,,,,,
5804,Villa Alemana,Centro de Salud Familiar Villa Alemana,322952487,,,,,
5804,Villa Alemana,Centro de Salud Familiar Eduardo Frei Montalva,800500531,,,,,
5804,Villa Alemana,Centro de Salud Familiar Juan Bautista Bravo Vega,322941176,,,,,
5109,Viña del Mar,Vacunatorio Estudio Pediátrico Integral,,,,,,
5109,Viña del Mar,SAPU Gómez Carreño,322832319,,,,,
5109,Viña del Mar,SAPU Las Torres,800500870,,,,,
5109,Viña del Mar,SAPU Reñaca Alto,322873368,,,,,
5109,Viña del Mar,Centro Traumatológico Viña del Mar,,,,,,
5109,Viña del Mar,Vacunatorio Caledonian,,,,,,
5109,Viña del Mar,Centro Médico CENTROMED,,,,,,
5109,Viña del Mar,Laboratorio Clínico Aclin Ltda.,322699605,,,,,
5109,Viña del Mar,Laboratorio Clínico IDU Solaris,322380155,,,,,
5109,Viña del Mar,Laboratorio Clínico Cheul Etcheverry,322714189,,,,,
5109,Viña del Mar,Laboratorio Clínico Diagnostika Alemana,,,,,,
5109,Viña del Mar,Laboratorio Clínico Cemeval,322684687,,,,,
5109,Viña del Mar,"Centro Comunitario de Salud Familiar Achupallas ""Sergio Donoso""",322272336,,,,,
5109,Viña del Mar,Centro Comunitario de Salud Familiar Santa Julia,322867233,,,,,
5109,Viña del Mar,Centro Comunitario de Salud Familiar Villa Hermosa,,,,,,
5109,Viña del Mar,Centro Comunitario de Salud Familiar Las Palmas,328872241,,,,,
5109,Viña del Mar,SAPU Nueva Aurora,322611419,,,,,
5109,Viña del Mar,SAPU Miraflores (Viña del Mar),322647890,,,,,
5109,Viña del Mar,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Viña del Mar,,,,,,
5109,Viña del Mar,PRAIS (S.S Viña del Mar Quillota),,,,,,
5109,Viña del Mar,Clínica Dental Móvil Triple. Pat. PW4102 (Viña del Mar ),,,,,,
5109,Viña del Mar,Hospital Dr. Gustavo Fricke (Viña del Mar),322577571,,,,,
5109,Viña del Mar,Clínica Miraflores,322389900,,,,,
5109,Viña del Mar,Clínica Reñaca,322656000,,,,,
5109,Viña del Mar,Sanatorio Marítimo San Juan de Dios,322460220,,,,,
5109,Viña del Mar,Instituto de Seguridad del Trabajo,322262126,,,,,
5109,Viña del Mar,Hospital Niños y Cunas,322385000,,,,,
5109,Viña del Mar,Hospital Naval Almirante Neff,322573047,,,,,
5109,Viña del Mar,Clínica Ciudad del Mar (ex Avansalud),322451002,,,,,
5109,Viña del Mar,Hospital Clínico Viña del Mar,322323800,,,,,
5109,Viña del Mar,Megasalud S.A. Centro Médico y Dental Viña del Mar,323241445,,,,,
5109,Viña del Mar,Centro de Salud Mutual CChC Viña del Mar,322689101,,,,,
5109,Viña del Mar,Centro Médico y Dental Zona V de Valparaíso,323132471,,,,,
5109,Viña del Mar,Centro de Atención Primaria de Salud Naval (Viña del Mar),322573000,,,,,
5109,Viña del Mar,MAS Salud Limitada,322696083,,,,,
5109,Viña del Mar,Laboratorio Clínico Vida Integra,,,,,,
5109,Viña del Mar,Policlínico de la Asociación Chilena de Seguridad AChS. Agencia Viña del Mar,,,,,,
5109,Viña del Mar,Centro de Salud Familiar Nueva Aurora,322611419,,,,,
5109,Viña del Mar,Centro de Salud Familiar Profesor Eugenio Cienfuegos,322780262,,,,,
5109,Viña del Mar,Centro de Salud Familiar Miraflores,322647890,,,,,
5109,Viña del Mar,Centro de Salud Familiar Gómez Carreño,322832319,,,,,
5109,Viña del Mar,Centro de Salud Familiar Marco Maldonado,322272361,,,,,
5109,Viña del Mar,Centro de Salud Familiar Lusitania,322272342,,,,,
5109,Viña del Mar,Centro de Salud Familiar Dr. Juan Carlos Baeza,800500740,,,,,
5109,Viña del Mar,Centro de Salud Familiar Brígida Zavala,322581776,,,,,
5109,Viña del Mar,Centro de Salud Familiar Las Torres,800500870,,,,,
5109,Viña del Mar,Consultorio Modulo Odontológico Simón Bolívar,322571860,,,,,
5109,Viña del Mar,Centro de Salud Familiar Reñaca Alto Dr. Jorge Kaplan,322873368,,,,,
5109,Viña del Mar,Instituto Medico Infantil,322681260,,,,,
5109,Viña del Mar,Integramédica Viña del Mar,229387150,,,,,
5109,Viña del Mar,Centro Odontológico Uno Saluld Dental Viña del Mar,,,,,,
5405,Zapallar,Centro de Salud Familiar Dr. Johow Zapallar,332741206,,,,,
5405,Zapallar,Posta de Salud Rural Catapilco,332285094,,,,,
13502,Alhué,Centro de Salud Familiar Villa Alhué,225760105,,,,,
13502,Alhué,Posta de Salud Rural Villa Alhué,,,,,,
13502,Alhué,Posta de Salud Rural Hacienda Alhué,,,,,,
13502,Alhué,Posta de Salud Rural Pichi,,,,,,
13502,Alhué,Posta de Salud Rural El Asiento,,,,,,
13502,Alhué,Posta de Salud Rural Santa María,,,,,,
13402,Buin,Hospital San Luis (Buin),225765800,,,,,
13402,Buin,Centro Asistencial AChS Buin,228211490,,,,,
13402,Buin,Centro de Salud Familiar Maipo,228221180,,,,,
13402,Buin,Centro de Salud Familiar Alto Jahuel,,,,,,
13402,Buin,Centro de Salud Familiar Héctor García,800500475,,,,,
13402,Buin,Posta de Salud Rural Linderos,,,,,,
13402,Buin,Posta de Salud Rural Alto Jahuel,,,,,,
13402,Buin,Posta de Salud Rural Valdivia de Paine,,,,,,
13402,Buin,Posta de Salud Rural Viluco,,,,,,
13402,Buin,Posta de Salud Rural El Recurso,,,,,,
13402,Buin,Posta de Salud Rural Los Morros,,,,,,
13402,Buin,Centro Comunitario de Salud Familiar Dr. Héctor García,225769900,,,,,
13402,Buin,SAPU Buin,225179292,,,,,
13402,Buin,Centro Médico y Dental Santa Catalina,224892500,,,,,
13403,Calera de Tango,Centro de Salud Familiar Calera de Tango,228557292,,,,,
13403,Calera de Tango,Centro de Salud Familiar Los Bajos de San Agustín,228551600,,,,,
13403,Calera de Tango,Posta de Salud Rural Santa Inés,228552191,,,,,
13102,Cerrillos,Centro Comunitario de Salud Familiar Buzeta,,,,,,
13102,Cerrillos,Centro Integramédica Oeste,228217200,,,,,
13102,Cerrillos,Consultorio Escuela de formación policial de Carabineros de Chile,229221415,,,,,
13102,Cerrillos,Centro de Salud Familiar Dr. Norman Voulliéme,225746650,,,,,
13102,Cerrillos,Centro de Salud Familiar Enfermera Sofía Pincheira,225747800,,,,,
13102,Cerrillos,COSAM Cerrillos,225384083,,,,,
13102,Cerrillos,SAPU Dr. Norman Voulliéme,225746663,,,,,
13102,Cerrillos,SAR Enfermera Sofía Pincheira,225747800,,,,,
13103,Cerro Navia,COSAM Cerro Navia,225745052,,,,,
13103,Cerro Navia,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),225759832,,,,,
13103,Cerro Navia,Centro de Salud Familiar Dr. Adalberto Steeger,225744050,,,,,
13103,Cerro Navia,Centro de Salud Familiar Lo Amor,,,,,,
13103,Cerro Navia,Centro de Salud Familiar Cerro Navia,225742900,,,,,
13103,Cerro Navia,Centro de Salud Familiar Dr. Arturo Albertz,225743653,,,,,
13103,Cerro Navia,SAPU Luis Chavarría,227809603,,,,,
13103,Cerro Navia,SAPU Dr. Arturo Albertz,225743704,,,,,
13103,Cerro Navia,SAPU Dr. Adalberto Steeger,226430088,,,,,
13301,Colina,Centro Asistencial AChS Colina,228441513,,,,,
13301,Colina,Centro de Salud Familiar Colina,800500151,,,,,
13301,Colina,Centro de Salud Familiar Esmeralda,225751450,,,,,
13301,Colina,Posta de Salud Rural Colorado,,,,,,
13301,Colina,Posta de Salud Rural Los Ingleses,,,,,,
13301,Colina,Posta de Salud Rural Las Canteras,,,,,,
13301,Colina,Posta de Salud Rural Santa Marta de Liray,,,,,,
13301,Colina,Posta de Salud Rural Chacabuco (Colina),,,,,,
13301,Colina,COSAM Colina,228441851,,,,,
13301,Colina,Centro Comunitario de Salud Familiar Esmeralda,,,,,,
13301,Colina,SAPU Colina,228445026,,,,,
13301,Colina,Servicios de Salud Integrados S.A. (Chicureo),,,,,,
13104,Conchalí,Centro Comunitario de Salud Familiar Alberto Bachelet,232444179,,,,,
13104,Conchalí,Policlínico del Trabajador AChS Parque Las Américas,223939800,,,,,
13104,Conchalí,Centro Médico y Dental Megasalud Conchalí,224609317,,,,,
13104,Conchalí,Centro de Salud Familiar Lucas Sierra,800500153,,,,,
13104,Conchalí,Centro de Salud Familiar Alberto Bachelet Martínez,800500154,,,,,
13104,Conchalí,Centro de Salud Familiar José Symon Ojeda,226231674,,,,,
13104,Conchalí,Centro de Salud Familiar Juanita Aguirre,225750350,,,,,
13104,Conchalí,COSAM Conchalí,226233236,,,,,
13104,Conchalí,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,,,,,,
13104,Conchalí,SAPU Lucas Sierra,227344762,,,,,
13104,Conchalí,SAPU Alberto Bachelet Martínez,225760850,,,,,
13104,Conchalí,SAR Conchalí,232444132,,,,,
13503,Curacaví,Centro Comunitario de Salud Familiar María Salas,,,,,,
13503,Curacaví,Centro Comunitario de Salud Familiar Curacaví,225745443,,,,,
13503,Curacaví,Clínica Dental Móvil Simple. Pat. PW4083 (Curacaví),,,,,,
13503,Curacaví,Hospital de Curacaví,225745400,,,,,
13105,El Bosque,Consultorio Tantauco,225402940,,,,,
13105,El Bosque,Centro de Salud Familiar Dr. Carlos Lorca Tobar,225470523,,,,,
13105,El Bosque,Centro de Salud Familiar Cóndores de Chile,800500452,,,,,
13105,El Bosque,Centro de Salud Familiar Santa Laura,800500453,,,,,
13105,El Bosque,Centro de Salud Familiar Dr. Mario Salcedo,,,,,,
13105,El Bosque,Centro de Salud Familiar Dra. Haydeé López Casoou,225761451,,,,,
13105,El Bosque,Centro de Salud Familiar Canciller Orlando Letelier,800500454,,,,,
13105,El Bosque,COSAM El Bosque,228218480,,,,,
13105,El Bosque,Centro Comunitario de Salud Familiar Santa Laura,,,,,,
13105,El Bosque,SAPU Dr. Carlos Lorca,225470523,,,,,
13105,El Bosque,SAPU Cóndores de Chile,225614085,,,,,
13105,El Bosque,SAR Haydee Lopez,226187000,,,,,
13105,El Bosque,SAPU Santa Laura,225583822,,,,,
13602,El Monte,Centro Comunitario de Salud Familiar Lo Chacón,225688070,,,,,
13602,El Monte,Centro de Salud Familiar El Monte,225743103,,,,,
13602,El Monte,SAPU El Monte,225743102,,,,,
13106,Estación Central,Centro Odontológico Uno Salud Dental Estación Central,6007071010,,,,,
13106,Estación Central,Hospital Clínico Mutual de Seguridad C.CH.C.,227794778,,,,,
13106,Estación Central,Instituto de Rehabilitación Infantil TELETÓN (Santiago),227793565,,,,,
13106,Estación Central,Clínica Los Coihues,224657900,,,,,
13106,Estación Central,Clínica Hospital del Profesor,227786412,,,,,
13106,Estación Central,Centro Asistencial AChS Alameda,228704200,,,,,
13106,Estación Central,Centro Integramédica Estación Central,224345500,,,,,
13106,Estación Central,Clínica Bicentenario,229983435,,,,,
13106,Estación Central,Centro de Salud Familiar Santiago Occidente de Carabineros de Chile,229122700,,,,,
13106,Estación Central,Centro de Salud Familiar Padre Vicente Irarrázabal,225746400,,,,,
13106,Estación Central,Centro de Salud Familiar San José de Chuchunco,225746800,,,,,
13106,Estación Central,Centro de Salud Familiar Las Mercedes,,,,,,
13106,Estación Central,COSAM Estación Central,227764239,,,,,
13106,Estación Central,Centro Comunitario de Salud Familiar Villa Francia,225762884,,,,,
13106,Estación Central,SAPU San José de Chuchunco,225746804,,,,,
13106,Estación Central,SAPU Padre Vicente Irarrázabal,225746404,,,,,
13107,Huechuraba,Centro Integramédica Norte,222778700,,,,,
13107,Huechuraba,Centro de Salud Familiar La Pincoya,800500157,,,,,
13107,Huechuraba,Centro de Salud Familiar El Barrero,800500156,,,,,
13107,Huechuraba,Centro de Salud Familiar Dr. Salvador Allende Gossens,227198200,,,,,
13107,Huechuraba,COSAM Huechuraba,222440528,,,,,
13107,Huechuraba,Centro Comunitario de Salud Familiar Los Libertadores,222493123,,,,,
13107,Huechuraba,SAR La Pincoya,226268509,,,,,
13107,Huechuraba,SAPU Libertadores,222493123,,,,,
13108,Independencia,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Norte),,,,,,
13108,Independencia,PRAIS (S.S Metropolitano Norte),,,,,,
13108,Independencia,"Complejo Hospitalario San José (Santiago, Independencia)",225680000,,,,,
13108,Independencia,"Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia)",225758000,,,,,
13108,Independencia,"Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago, Recoleta)",225757100,,,,,
13108,Independencia,Hospital Clínico Universidad de Chile,229788551,,,,,
13108,Independencia,Clínica Astra Independencia,227374809,,,,,
13108,Independencia,Centro Médico Vivaceta,229770220,,,,,
13108,Independencia,Centro de Salud Familiar Agustín Cruz Melo,227355547,,,,,
13108,Independencia,Centro de Salud Familiar Juan Antonio Ríos,,,,,,
13108,Independencia,COSAM Independencia,227378222,,,,,
13108,Independencia,SAPU Juan Antonio Ríos,227354966,,,,,
13108,Independencia,Clínica Ensenada,,,,,,
13603,Isla de Maipo,Centro de Salud Familiar Isla de Maipo,225744350,,,,,
13603,Isla de Maipo,Centro de Salud Familiar La Islita,,,,,,
13603,Isla de Maipo,Posta de Salud Rural San Antonio de Naltagua,,,,,,
13603,Isla de Maipo,Posta de Salud Rural Gacitúa,,,,,,
13603,Isla de Maipo,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),,,,,,
13603,Isla de Maipo,Centro Comunitario de Salud Familiar La Islita,225744381,,,,,
13603,Isla de Maipo,Centro Comunitario de Salud Familiar San Vicente de Naltagua,,,,,,
13603,Isla de Maipo,SAPU Isla de Maipo,225744350,,,,,
13109,La Cisterna,Centro Odontológico Uno Salud Dental La Cisterna,6007071010,,,,,
13109,La Cisterna,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,,,,,,
13109,La Cisterna,Clínica Santa Amalia,225521674,,,,,
13109,La Cisterna,Consultorio Prefectura Sur,229222870,,,,,
13109,La Cisterna,Nefrolab,225484166,,,,,
13109,La Cisterna,Centro de Salud Familiar Santa Anselma,800500457,,,,,
13109,La Cisterna,Centro de Salud Familiar Eduardo Frei Montalva,225760900,,,,,
13109,La Cisterna,SAPU Eduardo Frei Montalva,225580678,,,,,
13110,La Florida,Centro Odontológico Uno Salud Dental La Florida,6007071010,,,,,
13110,La Florida,Centro Comunitario de Salud Familiar Las Lomas,232422111,,,,,
13110,La Florida,Clínica Bupa Santiago,226669999,,,,,
13110,La Florida,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,225681880,,,,,
13110,La Florida,Centro de Referencia de Salud San Rafael,225762000,,,,,
13110,La Florida,Clínica Salud Ltda.,227246657,,,,,
13110,La Florida,Centro de Rehabilitación Capredena,226541700,,,,,
13110,La Florida,Clínica Familia,222881506,,,,,
13110,La Florida,Centro de Salud Mutual CChC La Florida,222033737,,,,,
13110,La Florida,Centro Integramédica La Florida,224257300,,,,,
13110,La Florida,Clínica Vespucio,224287600,,,,,
13110,La Florida,Centro Vida Integra de La Florida,222860066,,,,,
13110,La Florida,Clínica Astra La Florida,222217198,,,,,
13110,La Florida,Centro Asistencial AChS La Florida,223887200,,,,,
13110,La Florida,Centro Médico y Dental Megasalud La Florida,224257300,,,,,
13110,La Florida,Laboratorio Vida Integra,222211287,,,,,
13110,La Florida,Centro de Salud Familiar Los Castaños,225760450,,,,,
13110,La Florida,Centro de Salud Familiar Bellavista,226115900,,,,,
13110,La Florida,Centro de Salud Familiar Villa O'Higgins,222816402,,,,,
13110,La Florida,Centro de Salud Familiar Los Quillayes,222819698,,,,,
13110,La Florida,Centro de Salud Familiar Dr. Fernando Maffioletti,225760350,,,,,
13110,La Florida,Centro de Salud Familiar Santa Amalia,222816900,,,,,
13110,La Florida,Centro de Salud Familiar Trinidad,222910291,,,,,
13110,La Florida,Centro de Salud Familiar La Florida,222854792,,,,,
13110,La Florida,Centro de Salud Familiar José Alvo,223783279,,,,,
13110,La Florida,Posta de Salud Rural Las Perdices,222855199,,,,,
13110,La Florida,COSAM La Florida,222864984,,,,,
13110,La Florida,SAPU Los Castaños,225760451,,,,,
13110,La Florida,SAPU Villa O'Higgins,222827112,,,,,
13110,La Florida,SAPU Los Quillayes,222819698,,,,,
13110,La Florida,SAPU Dr. Fernando Maffioletti,225760351,,,,,
13110,La Florida,SAPU Santa Amalia,222816173,,,,,
13110,La Florida,SAPU La Florida,222854792,,,,,
13110,La Florida,SAPU José Alvo,223783277,,,,,
13110,La Florida,SAPU Trinidad,222910148,,,,,
13110,La Florida,Integramédica Florida Vespucio,6006366666,,,,,
13111,La Granja,Centro de Salud Familiar Padre Esteban Gumucio,225250363,,,,,
13111,La Granja,SAPU Padre Esteban Gumucio,225253063,,,,,
13111,La Granja,Centro de Salud Familiar La Granja,225760250,,,,,
13111,La Granja,Centro de Salud Familiar Malaquías Concha,225269103,,,,,
13111,La Granja,Centro de Salud Familiar Granja Sur,225412443,,,,,
13111,La Granja,COSAM La Granja,222627146,,,,,
13111,La Granja,Centro Comunitario de Salud Familiar Millalemu,222823134,,,,,
13111,La Granja,Centro Comunitario de Salud Familiar San Gregorio,222919143,,,,,
13111,La Granja,SAPU La Granja,225760250,,,,,
13111,La Granja,SAPU Granja Sur,228627210,,,,,
13112,La Pintana,Clínica Santa Elena,223242771,,,,,
13112,La Pintana,Centro de Salud Familiar San Rafael,225453392,,,,,
13112,La Pintana,Centro de Salud Familiar Pablo de Rokha,225453393,,,,,
13112,La Pintana,Centro de Salud Familiar Santiago de Nueva Extremadura,225750054,,,,,
13112,La Pintana,Centro de Salud Familiar Santo Tomás,225417292,,,,,
13112,La Pintana,Centro de Salud Familiar Flor Fernández,225428211,,,,,
13112,La Pintana,Centro de Salud Familiar El Roble,225433488,,,,,
13112,La Pintana,Centro de Salud Familiar Juan Pablo II,224822410,,,,,
13112,La Pintana,COSAM La Pintana,225457697,,,,,
13112,La Pintana,SAPU San Rafael,225453392,,,,,
13112,La Pintana,SAPU Pablo de Rokha,225453393,,,,,
13112,La Pintana,SAPU Santiago de Nueva Extremadura,225750055,,,,,
13112,La Pintana,SAPU Santo Tomás,225417292,,,,,
13112,La Pintana,SAPU El Roble,225435488,,,,,
13113,La Reina,Integramédica Sucursal Plaza Egaña,229387150,,,,,
13113,La Reina,Centro Odontológico Uno Salud Dental La Reina,6007071010,,,,,
13113,La Reina,Centro de Salud Familiar Ossandon,226517295,,,,,
13113,La Reina,Centro de Salud Familiar Juan Pablo II,224816388,,,,,
13113,La Reina,Centro Asistencial AChS La Reina,222730422,,,,,
13113,La Reina,Hospital Militar de Santiago,223653000,,,,,
13113,La Reina,COSAM La Reina,225750652,,,,,
13113,La Reina,Centro Comunitario de Salud Familiar Dragones de La Reina,223610102,,,,,
13113,La Reina,VidaIntegra,223525100,,,,,
13113,La Reina,Clínica Psicoterapia los Tiempos,222270273,,,,,
13113,La Reina,Clínica Instituto El Cedro,222751152,,,,,
13113,La Reina,Vacunatorio Darvax,229526980,,,,,
13113,La Reina,SAPU La Reina,226517291,,,,,
13113,La Reina,Centro Odontológico La Reina,224816184,,,,,
13302,Lampa,Centro de Salud Familiar José Bauza Frau,228421039,,,,,
13302,Lampa,Centro de Salud Familiar Batuco,225751581,,,,,
13302,Lampa,Posta de Salud Rural Juan Pablo II de Lampa,,,,,,
13302,Lampa,COSAM Lampa,225751449,,,,,
13302,Lampa,Centro Comunitario de Salud Familiar Sol de Septiembre,,,,,,
13302,Lampa,Centro Comunitario de Salud Familiar Batuco,,,,,,
13302,Lampa,SAPU José Bauzá Frau,228796225,,,,,
13114,Las Condes,Centro Odontológico Uno Salud Dental Las Condes,6007071010,,,,,
13114,Las Condes,Clínica Milano,232208310,,,,,
13114,Las Condes,Centro Médico Medicien,224820000,,,,,
13114,Las Condes,Clínica Psiquiatrica Creser,227916915,,,,,
13114,Las Condes,Centro de Salud Familiar Apoquindo,227305000,,,,,
13114,Las Condes,Centro de Salud Familiar Aníbal Ariztía,227305500,,,,,
13114,Las Condes,Clínica Arauco Salud,222990299,,,,,
13114,Las Condes,Centro Asistencial AChS Las Condes,228704620,,,,,
13114,Las Condes,Centro Médico y Dental Megasalud Kennedy,224317737,,,,,
13114,Las Condes,Centro Integra Médica Manquehue,226366666,,,,,
13114,Las Condes,Darvax Salud,222287138,,,,,
13114,Las Condes,COSAM Las Condes,223358254,,,,,
13114,Las Condes,SAPU Aníbal Ariztía,227305584,,,,,
13114,Las Condes,Instituto Oftalmológico Puerta del Sol,224115700,,,,,
13114,Las Condes,Centro de Diagnóstico Integramédica Alto Las Condes,226796500,,,,,
13114,Las Condes,Clínica Paris SpA,222200949,,,,,
13114,Las Condes,Centro Vida Integra de Las Condes,223348806,,,,,
13114,Las Condes,VidaIntegra (El Bosque Norte),225779300,,,,,
13114,Las Condes,Integramédica Las Condes,226366666,,,,,
13114,Las Condes,Nueva Clínica Cordillera,228347500,,,,,
13114,Las Condes,Clínica Las Condes,224888450,,,,,
13114,Las Condes,Pensionado San José,222128516,,,,,
13114,Las Condes,Hospital FACH,227826000,,,,,
13114,Las Condes,Hospital Dipreca Teniente Hernán Merino,222401282,,,,,
13114,Las Condes,Clínica San Carlos de Apoquindo,227548726,,,,,
13114,Las Condes,Centro Médico y Dental Megasalud Arauco,224968200,,,,,
13114,Las Condes,Centro Médico y Dental Megasalud Padre Hurtado,229799000,,,,,
13114,Las Condes,Central Odontológica de la Fuerzas Armadas y de Orden,227826800,,,,,
13114,Las Condes,Centro Médico Militar Rosa O'Higgins,224329078,,,,,
13114,Las Condes,Hospital Clínico Universidad de Los Andes,226183000,,,,,
13115,Lo Barnechea,Clínica MEDS La Dehesa,224996500,,,,,
13115,Lo Barnechea,Centro de Salud Familiar Lo Barnechea,227573442,,,,,
13115,Lo Barnechea,Posta de Farellones,222224591,,,,,
13115,Lo Barnechea,Centro Médico Clínica Santa María La Dehesa,223308430,,,,,
13115,Lo Barnechea,Centro Médico Clínica Alemana (La Dehesa),225861707,,,,,
13115,Lo Barnechea,COSAM Lo Barnechea,229557110,,,,,
13115,Lo Barnechea,Centro Comunitario de Salud Familiar Lo Barnechea,225759872,,,,,
13115,Lo Barnechea,Centro Comunitario de Salud Familiar Bicentenario,229558146,,,,,
13115,Lo Barnechea,SAPU Lo Barnechea,227573443,,,,,
13115,Lo Barnechea,Instituto Médico el Arrayán,223216506,,,,,
13115,Lo Barnechea,Clínica Monteblanco,223215000,,,,,
13115,Lo Barnechea,Clínica Alemana de La Dehesa,229107000,,,,,
13116,Lo Espejo,Centro de Salud Mutual CChC Lo Espejo,228542557,,,,,
13116,Lo Espejo,Centro de Salud Familiar Clara Estrella,800500459,,,,,
13116,Lo Espejo,Centro de Salud Familiar Julio Acuña Pinzón,800500460,,,,,
13116,Lo Espejo,Centro de Salud Familiar Dra. Mariela Salgado Zepeda,,,,,,
13116,Lo Espejo,Centro de Salud Familiar Pueblo Lo Espejo,,,,,,
13116,Lo Espejo,COSAM Lo Espejo,225170903,,,,,
13116,Lo Espejo,SAPU Clara Estrella,225211977,,,,,
13116,Lo Espejo,SAPU Julio Acuña Pinzón,227800559,,,,,
13116,Lo Espejo,SAPU Dental Valledor Tres,,,,,,
13116,Lo Espejo,SAPU Dra. Mariela Salgado,227800561,,,,,
13117,Lo Prado,COSAM Lo Prado,225744851,,,,,
13117,Lo Prado,Centro de Salud Familiar Santa Anita,225743051,,,,,
13117,Lo Prado,Centro de Salud Familiar Pablo Neruda,225751450,,,,,
13117,Lo Prado,Centro de Salud Familiar Dr. Raúl Yazigi,800500256,,,,,
13117,Lo Prado,Centro de Salud Familiar Dr. Carlos Avendaño,225744802,,,,,
13117,Lo Prado,SAPU Dr. Avendaño,223621126,,,,,
13117,Lo Prado,SAR Dr. Raúl Yazigi,223641533,,,,,
13117,Lo Prado,SAPU Pablo Neruda,223621129,,,,,
13117,Lo Prado,SAPU Santa Anita,227864684,,,,,
13118,Macul,Consultorio Escuela de Suboficiales de Carabineros de Chile,229221357,,,,,
13118,Macul,Centro de Salud Familiar Félix de Amesti,227192800,,,,,
13118,Macul,Centro de Salud Familiar Santa Julia,226591713,,,,,
13118,Macul,Centro de Salud Familiar Padre Alberto Hurtado,225739500,,,,,
13118,Macul,Centro Odontológico Macul,225739600,,,,,
13118,Macul,Centro Médico San Joaquín (CEDIUC),225521765,,,,,
13118,Macul,Centro Médico Macul,222373909,,,,,
13118,Macul,COSAM Macul,226591746,,,,,
13118,Macul,SAPU Santa Julia,226591747,,,,,
13118,Macul,Clínica del Carmen,224722700,,,,,
13118,Macul,Clínica Macul,222711066,,,,,
